              L,     Z,     P
10179,933.456,1.7289
10180,933.473,1.7289
10181,933.491,1.7289
10182,933.508,1.7289
10183,933.525,1.7289
10184,933.543,1.7289
10185,933.56,1.7289
10186,933.577,1.7289
10187,933.594,1.7289
10188,933.612,1.7289
10189,933.629,1.7289
10190,933.646,1.7289
10191,933.664,1.7289
10192,933.681,1.7289
10193,933.698,1.7289
10194,933.715,1.7289
10195,933.733,1.7289
10196,933.75,1.7289
10197,933.767,1.7289
10198,933.785,1.7289
10199,933.802,1.7289
10200,933.819,1.7289
10201,933.836,1.7289
10202,933.854,1.7289
10203,933.871,1.7289
10204,933.888,1.7289
10205,933.906,1.7289
10206,933.923,1.7289
10207,933.94,1.7289
10208,933.957,1.7289
10209,933.975,1.7289
10210,933.992,1.7289
10211,934.009,1.7289
10212,934.027,1.7289
10213,934.044,1.7289
10214,934.061,1.7289
10215,934.079,1.7289
10216,934.096,1.7289
10217,934.113,1.7289
10218,934.13,1.7289
10219,934.148,1.7289
10220,934.165,1.7289
10221,934.182,1.7289
10222,934.2,1.7289
10223,934.217,1.7289
10224,934.234,1.7289
10225,934.251,1.7289
10226,934.269,1.7289
10227,934.286,1.7289
10228,934.303,1.7289
10229,934.321,1.7289
10230,934.338,1.7289
10231,934.355,1.7289
10232,934.372,1.7289
10233,934.39,1.7289
10234,934.407,1.7289
10235,934.424,1.7289
10236,934.442,1.7289
10237,934.459,1.7289
10238,934.476,1.7289
10239,934.493,1.7289
10240,934.511,1.7289
10241,934.528,1.7289
10242,934.545,1.7289
10243,934.563,1.7289
10244,934.58,1.7289
10245,934.597,1.7289
10246,934.614,1.7289
10247,934.632,1.7289
10248,934.649,1.7289
10249,934.666,1.7289
10250,934.684,1.7289
10251,934.701,1.7289
10252,934.718,1.7289
10253,934.736,1.7289
10254,934.753,1.7289
10255,934.77,1.7289
10256,934.787,1.7289
10257,934.805,1.7289
10258,934.822,1.7289
10259,934.839,1.7289
10260,934.857,1.7289
10261,934.874,1.7289
10262,934.891,1.7289
10263,934.908,1.7289
10264,934.926,1.7289
10265,934.943,1.7289
10266,934.96,1.7289
10267,934.978,1.7289
10268,934.995,1.7289
10269,935.012,1.7289
10270,935.029,1.7289
10271,935.047,1.7289
10272,935.064,1.7289
10273,935.081,1.7289
10274,935.099,1.7289
10275,935.116,1.7289
10276,935.133,1.7289
10277,935.15,1.7289
10278,935.168,1.7289
10279,935.185,1.7289
10280,935.202,1.7289
10281,935.22,1.7289
10282,935.237,1.7289
10283,935.254,1.7289
10284,935.271,1.7289
10285,935.289,1.7289
10286,935.306,1.7289
10287,935.323,1.7289
10288,935.341,1.7289
10289,935.358,1.7289
10290,935.375,1.7289
10291,935.393,1.7289
10292,935.41,1.7289
10293,935.427,1.7289
10294,935.444,1.7289
10295,935.462,1.7289
10296,935.479,1.7289
10297,935.496,1.7289
10298,935.514,1.7289
10299,935.531,1.7289
10300,935.548,1.7289
10301,935.565,1.7289
10302,935.583,1.7289
10303,935.6,1.7289
10304,935.617,1.7289
10305,935.635,1.7289
10306,935.652,1.7289
10307,935.669,1.7289
10308,935.686,1.7289
10309,935.704,1.7289
10310,935.721,1.7289
10311,935.738,1.7289
10312,935.756,1.7289
10313,935.773,1.7289
10314,935.79,1.7289
10315,935.807,1.7289
10316,935.825,1.7289
10317,935.842,1.7289
10318,935.859,1.7289
10319,935.877,1.7289
10320,935.894,1.7289
10321,935.911,1.7289
10322,935.928,1.7289
10323,935.946,1.7289
10324,935.963,1.7289
10325,935.98,1.7289
10326,935.998,1.7289
10327,936.015,1.7289
10328,936.032,1.7289
10329,936.049,1.7289
10330,936.067,1.7289
10331,936.084,1.7289
10332,936.101,1.7289
10333,936.119,1.7289
10334,936.136,1.7289
10335,936.153,1.7289
10336,936.171,1.7289
10337,936.188,1.7289
10338,936.205,1.7289
10339,936.222,1.7289
10340,936.24,1.7289
10341,936.257,1.7289
10342,936.274,1.7289
10343,936.292,1.7289
10344,936.309,1.7289
10345,936.326,1.7289
10346,936.343,1.7289
10347,936.361,1.7289
10348,936.378,1.7289
10349,936.395,1.7289
10350,936.413,1.7289
10351,936.43,1.7289
10352,936.447,1.7289
10353,936.464,1.7289
10354,936.482,1.7289
10355,936.499,1.7289
10356,936.516,1.7289
10357,936.534,1.7289
10358,936.551,1.7289
10359,936.568,1.7289
10360,936.585,1.7289
10361,936.603,1.7289
10362,936.62,1.7289
10363,936.637,1.7289
10364,936.655,1.7289
10365,936.672,1.7289
10366,936.689,1.7289
10367,936.706,1.7289
10368,936.724,1.7289
10369,936.741,1.7289
10370,936.758,1.7289
10371,936.776,1.7289
10372,936.793,1.7289
10373,936.81,1.7289
10374,936.828,1.7289
10375,936.845,1.7289
10376,936.862,1.7289
10377,936.879,1.7289
10378,936.897,1.7289
10379,936.914,1.7289
10380,936.931,1.7289
10381,936.949,1.7289
10382,936.966,1.7289
10383,936.983,1.7289
10384,937,1.7289
10385,937.018,1.7289
10386,937.035,1.7289
10387,937.052,1.7289
10388,937.07,1.7289
10389,937.087,1.7289
10390,937.104,1.7289
10391,937.121,1.7289
10392,937.139,1.7289
10393,937.156,1.7289
10394,937.173,1.7289
10395,937.191,1.7289
10396,937.208,1.7289
10397,937.225,1.7289
10398,937.242,1.7289
10399,937.26,1.7289
10400,937.277,1.7289
10401,937.294,1.7289
10402,937.312,1.7289
10403,937.329,1.7289
10404,937.346,1.7289
10405,937.363,1.7289
10406,937.381,1.7289
10407,937.398,1.7289
10408,937.415,1.7289
10409,937.433,1.7289
10410,937.45,1.7289
10411,937.467,1.7289
10412,937.485,1.7289
10413,937.502,1.7289
10414,937.519,1.7289
10415,937.536,1.7289
10416,937.554,1.7289
10417,937.571,1.7289
10418,937.588,1.7289
10419,937.606,1.7289
10420,937.623,1.7289
10421,937.64,1.7289
10422,937.657,1.7289
10423,937.675,1.7289
10424,937.692,1.7289
10425,937.709,1.7289
10426,937.727,1.7289
10427,937.744,1.7289
10428,937.761,1.7289
10429,937.778,1.7289
10430,937.796,1.7289
10431,937.813,1.7289
10432,937.83,1.7289
10433,937.848,1.7289
10434,937.865,1.7289
10435,937.882,1.7289
10436,937.899,1.7289
10437,937.917,1.7289
10438,937.934,1.7289
10439,937.951,1.7289
10440,937.969,1.7289
10441,937.986,1.7289
10442,938.003,1.7289
10443,938.02,1.7289
10444,938.038,1.7289
10445,938.055,1.7289
10446,938.072,1.7289
10447,938.09,1.7289
10448,938.107,1.7289
10449,938.124,1.7289
10450,938.142,1.7289
10451,938.159,1.7289
10452,938.176,1.7289
10453,938.193,1.7289
10454,938.211,1.7289
10455,938.228,1.7289
10456,938.245,1.7289
10457,938.263,1.7289
10458,938.28,1.7289
10459,938.297,1.7289
10460,938.314,1.7289
10461,938.332,1.7289
10462,938.349,1.7289
10463,938.366,1.7289
10464,938.384,1.7289
10465,938.401,1.7289
10466,938.418,1.7289
10467,938.435,1.7289
10468,938.453,1.7289
10469,938.47,1.7289
10470,938.487,1.7289
10471,938.505,1.7289
10472,938.522,1.7289
10473,938.539,1.7289
10474,938.556,1.7289
10475,938.574,1.7289
10476,938.591,1.7289
10477,938.608,1.7289
10478,938.626,1.7289
10479,938.643,1.7289
10480,938.66,1.7289
10481,938.677,1.7289
10482,938.695,1.7289
10483,938.712,1.7289
10484,938.729,1.7289
10485,938.747,1.7289
10486,938.764,1.7289
10487,938.781,1.7289
10488,938.799,1.7289
10489,938.816,1.7289
10490,938.833,1.7289
10491,938.85,1.7289
10492,938.868,1.7289
10493,938.885,1.7289
10494,938.902,1.7289
10495,938.92,1.7289
10496,938.937,1.7289
10497,938.954,1.7289
10498,938.971,1.7289
10499,938.989,1.7289
10500,939.006,1.7289
10501,939.023,1.7289
10502,939.041,1.7289
10503,939.058,1.7289
10504,939.075,1.7289
10505,939.092,1.7289
10506,939.11,1.7289
10507,939.127,1.7289
10508,939.144,1.7289
10509,939.162,1.7289
10510,939.179,1.7289
10511,939.196,1.7289
10512,939.213,1.7289
10513,939.231,1.7289
10514,939.248,1.7289
10515,939.265,1.7289
10516,939.283,1.7289
10517,939.3,1.7289
10518,939.317,1.7289
10519,939.334,1.7289
10520,939.352,1.7289
10521,939.369,1.7289
10522,939.386,1.7289
10523,939.404,1.7289
10524,939.421,1.7289
10525,939.438,1.7289
10526,939.455,1.7289
10527,939.473,1.7289
10528,939.49,1.7289
10529,939.507,1.7289
10530,939.525,1.7289
10531,939.542,1.7289
10532,939.559,1.7289
10533,939.577,1.7289
10534,939.594,1.7289
10535,939.611,1.7289
10536,939.628,1.7289
10537,939.646,1.7289
10538,939.663,1.7289
10539,939.68,1.7289
10540,939.698,1.7289
10541,939.715,1.7289
10542,939.732,1.7289
10542.231,939.736,1.7289
10543,939.749,1.7225
10544,939.767,1.7142
10545,939.784,1.7059
10546,939.801,1.6975
10547,939.818,1.6892
10548,939.834,1.6809
10549,939.851,1.6725
10550,939.868,1.6642
10551,939.885,1.6559
10552,939.901,1.6475
10553,939.917,1.6392
10554,939.934,1.6309
10555,939.95,1.6225
10556,939.966,1.6142
10557,939.982,1.6059
10558,939.998,1.5975
10559,940.014,1.5892
10560,940.03,1.5809
10561,940.046,1.5725
10562,940.062,1.5642
10563,940.077,1.5559
10564,940.093,1.5475
10565,940.108,1.5392
10566,940.124,1.5309
10567,940.139,1.5225
10568,940.154,1.5142
10569,940.169,1.5059
10570,940.184,1.4975
10571,940.199,1.4892
10572,940.214,1.4809
10573,940.229,1.4725
10574,940.243,1.4642
10575,940.258,1.4559
10576,940.272,1.4475
10577,940.287,1.4392
10578,940.301,1.4309
10579,940.316,1.4225
10580,940.33,1.4142
10581,940.344,1.4059
10582,940.358,1.3975
10583,940.372,1.3892
10584,940.386,1.3809
10585,940.399,1.3725
10586,940.413,1.3642
10587,940.427,1.3559
10588,940.44,1.3475
10589,940.454,1.3392
10590,940.467,1.3309
10591,940.48,1.3225
10592,940.493,1.3142
10593,940.506,1.3059
10594,940.52,1.2975
10595,940.532,1.2892
10596,940.545,1.2809
10597,940.558,1.2725
10598,940.571,1.2642
10599,940.583,1.2559
10600,940.596,1.2475
10601,940.608,1.2392
10602,940.621,1.2309
10603,940.633,1.2225
10604,940.645,1.2142
10605,940.657,1.2059
10606,940.669,1.1975
10607,940.681,1.1892
10608,940.693,1.1809
10609,940.705,1.1725
10610,940.716,1.1642
10611,940.728,1.1559
10612,940.74,1.1475
10613,940.751,1.1392
10614,940.762,1.1309
10615,940.774,1.1225
10616,940.785,1.1142
10617,940.796,1.1059
10618,940.807,1.0975
10619,940.818,1.0892
10620,940.829,1.0809
10621,940.839,1.0725
10622,940.85,1.0642
10623,940.861,1.0559
10624,940.871,1.0475
10625,940.882,1.0392
10626,940.892,1.0309
10627,940.902,1.0225
10628,940.912,1.0142
10629,940.923,1.0059
10630,940.933,0.9975
10631,940.943,0.9892
10632,940.952,0.9809
10633,940.962,0.9725
10634,940.972,0.9642
10635,940.981,0.9559
10636,940.991,0.9475
10637,941,0.9392
10638,941.01,0.9309
10639,941.019,0.9225
10640,941.028,0.9142
10641,941.037,0.9059
10642,941.046,0.8975
10643,941.055,0.8892
10644,941.064,0.8809
10645,941.073,0.8725
10646,941.082,0.8642
10647,941.09,0.8559
10648,941.099,0.8475
10649,941.107,0.8392
10650,941.115,0.8309
10651,941.124,0.8225
10652,941.132,0.8142
10653,941.14,0.8059
10654,941.148,0.7975
10655,941.156,0.7892
10656,941.164,0.7809
10657,941.172,0.7725
10658,941.179,0.7642
10659,941.187,0.7559
10660,941.194,0.7475
10661,941.202,0.7392
10662,941.209,0.7309
10663,941.216,0.7225
10664,941.224,0.7142
10665,941.231,0.7059
10666,941.238,0.6975
10667,941.245,0.6892
10668,941.252,0.6809
10668.769,941.257,0.6744
10669,941.258,0.6744
10670,941.265,0.6744
10671,941.272,0.6744
10672,941.279,0.6744
10673,941.285,0.6744
10674,941.292,0.6744
10675,941.299,0.6744
10676,941.305,0.6744
10677,941.312,0.6744
10678,941.319,0.6744
10679,941.326,0.6744
10680,941.332,0.6744
10681,941.339,0.6744
10682,941.346,0.6744
10683,941.353,0.6744
10684,941.359,0.6744
10685,941.366,0.6744
10686,941.373,0.6744
10687,941.38,0.6744
10688,941.386,0.6744
10689,941.393,0.6744
10690,941.4,0.6744
10691,941.407,0.6744
10692,941.413,0.6744
10693,941.42,0.6744
10694,941.427,0.6744
10695,941.434,0.6744
10696,941.44,0.6744
10697,941.447,0.6744
10698,941.454,0.6744
10699,941.461,0.6744
10700,941.467,0.6744
10701,941.474,0.6744
10702,941.481,0.6744
10703,941.488,0.6744
10704,941.494,0.6744
10705,941.501,0.6744
10706,941.508,0.6744
10707,941.515,0.6744
10708,941.521,0.6744
10709,941.528,0.6744
10710,941.535,0.6744
10711,941.542,0.6744
10712,941.548,0.6744
10713,941.555,0.6744
10714,941.562,0.6744
10715,941.569,0.6744
10716,941.575,0.6744
10717,941.582,0.6744
10718,941.589,0.6744
10719,941.595,0.6744
10720,941.602,0.6744
10721,941.609,0.6744
10722,941.616,0.6744
10723,941.622,0.6744
10724,941.629,0.6744
10725,941.636,0.6744
10726,941.643,0.6744
10727,941.649,0.6744
10728,941.656,0.6744
10729,941.663,0.6744
10730,941.67,0.6744
10731,941.676,0.6744
10732,941.683,0.6744
10733,941.69,0.6744
10734,941.697,0.6744
10735,941.703,0.6744
10736,941.71,0.6744
10737,941.717,0.6744
10738,941.724,0.6744
10739,941.73,0.6744
10740,941.737,0.6744
10741,941.744,0.6744
10742,941.751,0.6744
10743,941.757,0.6744
10744,941.764,0.6744
10745,941.771,0.6744
10746,941.778,0.6744
10747,941.784,0.6744
10748,941.791,0.6744
10749,941.798,0.6744
10750,941.805,0.6744
10751,941.811,0.6744
10752,941.818,0.6744
10753,941.825,0.6744
10754,941.832,0.6744
10755,941.838,0.6744
10756,941.845,0.6744
10757,941.852,0.6744
10758,941.859,0.6744
10759,941.865,0.6744
10760,941.872,0.6744
10761,941.879,0.6744
10762,941.886,0.6744
10763,941.892,0.6744
10764,941.899,0.6744
10765,941.906,0.6744
10766,941.912,0.6744
10767,941.919,0.6744
10768,941.926,0.6744
10769,941.933,0.6744
10770,941.939,0.6744
10771,941.946,0.6744
10772,941.953,0.6744
10773,941.96,0.6744
10774,941.966,0.6744
10775,941.973,0.6744
10776,941.98,0.6744
10777,941.987,0.6744
10778,941.993,0.6744
10779,942,0.6744
10780,942.007,0.6744
10781,942.014,0.6744
10782,942.02,0.6744
10783,942.027,0.6744
10784,942.034,0.6744
10785,942.041,0.6744
10786,942.047,0.6744
10787,942.054,0.6744
10788,942.061,0.6744
10789,942.068,0.6744
10790,942.074,0.6744
10791,942.081,0.6744
10792,942.088,0.6744
10793,942.095,0.6744
10794,942.101,0.6744
10795,942.108,0.6744
10796,942.115,0.6744
10797,942.122,0.6744
10798,942.128,0.6744
10799,942.135,0.6744
10800,942.142,0.6744
10801,942.149,0.6744
10802,942.155,0.6744
10803,942.162,0.6744
10804,942.169,0.6744
10805,942.176,0.6744
10806,942.182,0.6744
10807,942.189,0.6744
10808,942.196,0.6744
10809,942.202,0.6744
10810,942.209,0.6744
10811,942.216,0.6744
10812,942.223,0.6744
10813,942.229,0.6744
10814,942.236,0.6744
10815,942.243,0.6744
10816,942.25,0.6744
10817,942.256,0.6744
10818,942.263,0.6744
10819,942.27,0.6744
10820,942.277,0.6744
10821,942.283,0.6744
10822,942.29,0.6744
10823,942.297,0.6744
10824,942.304,0.6744
10825,942.31,0.6744
10826,942.317,0.6744
10827,942.324,0.6744
10828,942.331,0.6744
10829,942.337,0.6744
10830,942.344,0.6744
10831,942.351,0.6744
10832,942.358,0.6744
10833,942.364,0.6744
10834,942.371,0.6744
10835,942.378,0.6744
10836,942.385,0.6744
10837,942.391,0.6744
10838,942.398,0.6744
10839,942.405,0.6744
10840,942.412,0.6744
10841,942.418,0.6744
10842,942.425,0.6744
10843,942.432,0.6744
10844,942.439,0.6744
10845,942.445,0.6744
10846,942.452,0.6744
10847,942.459,0.6744
10848,942.466,0.6744
10849,942.472,0.6744
10850,942.479,0.6744
10851,942.486,0.6744
10852,942.493,0.6744
10853,942.499,0.6744
10854,942.506,0.6744
10855,942.513,0.6744
10856,942.519,0.6744
10857,942.526,0.6744
10858,942.533,0.6744
10859,942.54,0.6744
10860,942.546,0.6744
10861,942.553,0.6744
10862,942.56,0.6744
10863,942.567,0.6744
10864,942.573,0.6744
10865,942.58,0.6744
10866,942.587,0.6744
10867,942.594,0.6744
10868,942.6,0.6744
10869,942.607,0.6744
10870,942.614,0.6744
10870.872,942.62,0.6744
10871,942.621,0.6763
10872,942.627,0.6906
10873,942.634,0.7048
10874,942.642,0.7191
10875,942.649,0.7334
10876,942.656,0.7477
10877,942.664,0.762
10878,942.671,0.7763
10879,942.679,0.7906
10880,942.687,0.8048
10881,942.695,0.8191
10882,942.704,0.8334
10883,942.712,0.8477
10884,942.721,0.862
10885,942.729,0.8763
10886,942.738,0.8906
10887,942.747,0.9048
10888,942.756,0.9191
10889,942.766,0.9334
10890,942.775,0.9477
10891,942.784,0.962
10892,942.794,0.9763
10893,942.804,0.9906
10894,942.814,1.0048
10895,942.824,1.0191
10896,942.834,1.0334
10897,942.845,1.0477
10898,942.855,1.062
10899,942.866,1.0763
10900,942.877,1.0906
10901,942.888,1.1048
10902,942.899,1.1191
10903,942.91,1.1334
10904,942.922,1.1477
10905,942.933,1.162
10906,942.945,1.1763
10907,942.957,1.1906
10908,942.969,1.2048
10909,942.981,1.2191
10910,942.993,1.2334
10911,943.005,1.2477
10912,943.018,1.262
10913,943.031,1.2763
10914,943.044,1.2906
10915,943.056,1.3048
10916,943.07,1.3191
10917,943.083,1.3334
10918,943.096,1.3477
10919,943.11,1.362
10920,943.124,1.3763
10921,943.137,1.3906
10922,943.151,1.4048
10923,943.165,1.4191
10924,943.18,1.4334
10925,943.194,1.4477
10926,943.209,1.462
10927,943.223,1.4763
10928,943.238,1.4906
10929,943.253,1.5048
10930,943.268,1.5191
10931,943.284,1.5334
10932,943.299,1.5477
10933,943.315,1.562
10934,943.33,1.5763
10935,943.346,1.5906
10936,943.362,1.6048
10937,943.378,1.6191
10938,943.394,1.6334
10939,943.411,1.6477
10940,943.427,1.662
10941,943.444,1.6763
10942,943.461,1.6906
10943,943.478,1.7048
10944,943.495,1.7191
10945,943.512,1.7334
10946,943.53,1.7477
10947,943.547,1.762
10948,943.565,1.7763
10949,943.583,1.7906
10950,943.601,1.8048
10951,943.619,1.8191
10952,943.637,1.8334
10953,943.655,1.8477
10954,943.674,1.862
10955,943.693,1.8763
10956,943.712,1.8906
10957,943.731,1.9048
10958,943.75,1.9191
10959,943.769,1.9334
10960,943.788,1.9477
10961,943.808,1.962
10962,943.828,1.9763
10963,943.847,1.9906
10964,943.867,2.0048
10965,943.887,2.0191
10966,943.908,2.0334
10967,943.928,2.0477
10968,943.949,2.062
10969,943.969,2.0763
10970,943.99,2.0906
10971,944.011,2.1048
10972,944.032,2.1191
10973,944.054,2.1334
10974,944.075,2.1477
10975,944.097,2.162
10976,944.118,2.1763
10977,944.14,2.1906
10978,944.162,2.2048
10979,944.184,2.2191
10980,944.206,2.2334
10981,944.229,2.2477
10982,944.251,2.262
10983,944.274,2.2763
10984,944.297,2.2906
10985,944.32,2.3048
10986,944.343,2.3191
10987,944.366,2.3334
10988,944.39,2.3477
10989,944.413,2.362
10990,944.437,2.3763
10991,944.461,2.3906
10992,944.485,2.4048
10993,944.509,2.4191
10994,944.533,2.4334
10995,944.558,2.4477
10996,944.582,2.462
10997,944.607,2.4763
10998,944.632,2.4906
10999,944.657,2.5048
11000,944.682,2.5191
11001,944.707,2.5334
11002,944.732,2.5477
11003,944.758,2.562
11004,944.784,2.5763
11005,944.809,2.5906
11006,944.835,2.6048
11007,944.862,2.6191
11008,944.888,2.6334
11009,944.914,2.6477
11010,944.941,2.662
11011,944.967,2.6763
11012,944.994,2.6906
11013,945.021,2.7048
11014,945.048,2.7191
11015,945.076,2.7334
11016,945.103,2.7477
11017,945.131,2.762
11017.128,945.134,2.7638
11018,945.158,2.7638
11019,945.186,2.7638
11020,945.213,2.7638
11021,945.241,2.7638
11022,945.269,2.7638
11023,945.296,2.7638
11024,945.324,2.7638
11025,945.352,2.7638
11026,945.379,2.7638
11027,945.407,2.7638
11028,945.435,2.7638
11029,945.462,2.7638
11030,945.49,2.7638
11031,945.518,2.7638
11032,945.545,2.7638
11033,945.573,2.7638
11034,945.6,2.7638
11035,945.628,2.7638
11036,945.656,2.7638
11037,945.683,2.7638
11038,945.711,2.7638
11039,945.739,2.7638
11040,945.766,2.7638
11041,945.794,2.7638
11042,945.822,2.7638
11043,945.849,2.7638
11044,945.877,2.7638
11045,945.904,2.7638
11046,945.932,2.7638
11047,945.96,2.7638
11048,945.987,2.7638
11049,946.015,2.7638
11050,946.043,2.7638
11051,946.07,2.7638
11052,946.098,2.7638
11053,946.126,2.7638
11054,946.153,2.7638
11055,946.181,2.7638
11056,946.208,2.7638
11057,946.236,2.7638
11058,946.264,2.7638
11059,946.291,2.7638
11060,946.319,2.7638
11061,946.347,2.7638
11062,946.374,2.7638
11063,946.402,2.7638
11064,946.43,2.7638
11065,946.457,2.7638
11066,946.485,2.7638
11067,946.512,2.7638
11068,946.54,2.7638
11069,946.568,2.7638
11070,946.595,2.7638
11071,946.623,2.7638
11072,946.651,2.7638
11073,946.678,2.7638
11074,946.706,2.7638
11075,946.734,2.7638
11076,946.761,2.7638
11077,946.789,2.7638
11078,946.817,2.7638
11079,946.844,2.7638
11080,946.872,2.7638
11081,946.899,2.7638
11082,946.927,2.7638
11083,946.955,2.7638
11084,946.982,2.7638
11085,947.01,2.7638
11086,947.038,2.7638
11087,947.065,2.7638
11088,947.093,2.7638
11089,947.121,2.7638
11090,947.148,2.7638
11091,947.176,2.7638
11092,947.203,2.7638
11093,947.231,2.7638
11094,947.259,2.7638
11095,947.286,2.7638
11096,947.314,2.7638
11096.805,947.336,2.7638
11097,947.342,2.7599
11098,947.369,2.7399
11099,947.396,2.7199
11100,947.424,2.6999
11101,947.45,2.6799
11102,947.477,2.6599
11103,947.504,2.6399
11104,947.53,2.6199
11105,947.556,2.5999
11106,947.582,2.5799
11107,947.608,2.5599
11108,947.633,2.5399
11109,947.658,2.5199
11110,947.684,2.4999
11111,947.708,2.4799
11112,947.733,2.4599
11113,947.758,2.4399
11114,947.782,2.4199
11115,947.806,2.3999
11116,947.83,2.3799
11117,947.854,2.3599
11118,947.877,2.3399
11119,947.9,2.3199
11120,947.923,2.2999
11121,947.946,2.2799
11122,947.969,2.2599
11123,947.992,2.2399
11124,948.014,2.2199
11125,948.036,2.1999
11126,948.058,2.1799
11127,948.08,2.1599
11128,948.101,2.1399
11129,948.122,2.1199
11130,948.143,2.0999
11131,948.164,2.0799
11132,948.185,2.0599
11133,948.206,2.0399
11134,948.226,2.0199
11135,948.246,1.9999
11136,948.266,1.9799
11137,948.286,1.9599
11138,948.305,1.9399
11139,948.324,1.9199
11140,948.343,1.8999
11141,948.362,1.8799
11142,948.381,1.8599
11143,948.4,1.8399
11144,948.418,1.8199
11145,948.436,1.7999
11146,948.454,1.7799
11147,948.472,1.7599
11148,948.489,1.7399
11149,948.506,1.7199
11150,948.523,1.6999
11151,948.54,1.6799
11152,948.557,1.6599
11153,948.574,1.6399
11154,948.59,1.6199
11155,948.606,1.5999
11156,948.622,1.5799
11157,948.638,1.5599
11158,948.653,1.5399
11159,948.668,1.5199
11160,948.683,1.4999
11161,948.698,1.4799
11162,948.713,1.4599
11163,948.728,1.4399
11164,948.742,1.4199
11165,948.756,1.3999
11166,948.77,1.3799
11167,948.784,1.3599
11168,948.797,1.3399
11169,948.81,1.3199
11170,948.823,1.2999
11171,948.836,1.2799
11172,948.849,1.2599
11173,948.862,1.2399
11174,948.874,1.2199
11175,948.886,1.1999
11176,948.898,1.1799
11177,948.91,1.1599
11178,948.921,1.1399
11179,948.932,1.1199
11180,948.943,1.0999
11181,948.954,1.0799
11182,948.965,1.0599
11183,948.976,1.0399
11184,948.986,1.0199
11185,948.996,0.9999
11186,949.006,0.9799
11187,949.016,0.9599
11188,949.025,0.9399
11189,949.034,0.9199
11190,949.043,0.8999
11191,949.052,0.8799
11192,949.061,0.8599
11193,949.07,0.8399
11194,949.078,0.8199
11195,949.086,0.7999
11196,949.094,0.7799
11197,949.102,0.7599
11198,949.109,0.7399
11199,949.116,0.7199
11200,949.123,0.6999
11201,949.13,0.6799
11202,949.137,0.6599
11203,949.144,0.6399
11204,949.15,0.6199
11205,949.156,0.5999
11206,949.162,0.5799
11207,949.168,0.5599
11208,949.173,0.5399
11209,949.178,0.5199
11210,949.183,0.4999
11211,949.188,0.4799
11212,949.193,0.4599
11213,949.198,0.4399
11214,949.202,0.4199
11215,949.206,0.3999
11216,949.21,0.3799
11217,949.214,0.3599
11218,949.217,0.3399
11219,949.22,0.3199
11220,949.223,0.2999
11221,949.226,0.2799
11222,949.229,0.2599
11223,949.232,0.2399
11224,949.234,0.2199
11225,949.236,0.1999
11226,949.238,0.1799
11227,949.24,0.1599
11228,949.241,0.1399
11229,949.242,0.1199
11230,949.243,0.0999
11231,949.244,0.0799
11232,949.245,0.0599
11233,949.245,0.0399
11234,949.246,0.0199
11235,949.246,-0.0001
11236,949.246,-0.0201
11237,949.245,-0.0401
11238,949.245,-0.0601
11239,949.244,-0.0801
11240,949.243,-0.1001
11241,949.242,-0.1201
11242,949.241,-0.1401
11243,949.239,-0.1601
11244,949.238,-0.1801
11245,949.236,-0.2001
11246,949.234,-0.2201
11247,949.231,-0.2401
11248,949.229,-0.2601
11249,949.226,-0.2801
11250,949.223,-0.3001
11251,949.22,-0.3201
11252,949.217,-0.3401
11253,949.213,-0.3601
11254,949.21,-0.3801
11255,949.206,-0.4001
11256,949.202,-0.4201
11257,949.197,-0.4401
11258,949.193,-0.4601
11259,949.188,-0.4801
11260,949.183,-0.5001
11261,949.178,-0.5201
11262,949.173,-0.5401
11263,949.167,-0.5601
11264,949.162,-0.5801
11265,949.156,-0.6001
11266,949.15,-0.6201
11267,949.143,-0.6401
11268,949.137,-0.6601
11269,949.13,-0.6801
11270,949.123,-0.7001
11271,949.116,-0.7201
11272,949.109,-0.7401
11273,949.101,-0.7601
11274,949.094,-0.7801
11275,949.086,-0.8001
11276,949.078,-0.8201
11277,949.069,-0.8401
11278,949.061,-0.8601
11279,949.052,-0.8801
11280,949.043,-0.9001
11281,949.034,-0.9201
11282,949.025,-0.9401
11283,949.015,-0.9601
11284,949.006,-0.9801
11285,948.996,-1.0001
11286,948.986,-1.0201
11287,948.975,-1.0401
11288,948.965,-1.0601
11289,948.954,-1.0801
11290,948.943,-1.1001
11291,948.932,-1.1201
11292,948.921,-1.1401
11293,948.909,-1.1601
11294,948.898,-1.1801
11295,948.886,-1.2001
11296,948.874,-1.2201
11297,948.861,-1.2401
11298,948.849,-1.2601
11299,948.836,-1.2801
11300,948.823,-1.3001
11301,948.81,-1.3201
11302,948.797,-1.3401
11303,948.783,-1.3601
11304,948.77,-1.3801
11305,948.756,-1.4001
11306,948.742,-1.4201
11307,948.727,-1.4401
11308,948.713,-1.4601
11309,948.698,-1.4801
11310,948.683,-1.5001
11311,948.668,-1.5201
11312,948.653,-1.5401
11313,948.637,-1.5601
11314,948.622,-1.5801
11315,948.606,-1.6001
11316,948.59,-1.6201
11317,948.573,-1.6401
11318,948.557,-1.6601
11319,948.54,-1.6801
11320,948.523,-1.7001
11321,948.506,-1.7201
11322,948.489,-1.7401
11323,948.471,-1.7601
11324,948.454,-1.7801
11325,948.436,-1.8001
11326,948.418,-1.8201
11327,948.399,-1.8401
11327.195,948.396,-1.844
11328,948.381,-1.844
11329,948.363,-1.844
11330,948.344,-1.844
11331,948.326,-1.844
