              L,     Z,     P
3251,857.072,2.3881
3252,857.096,2.4081
3253,857.12,2.4281
3254,857.145,2.4481
3255,857.169,2.4681
3256,857.194,2.4881
3257,857.219,2.5081
3258,857.244,2.5281
3259,857.27,2.5481
3260,857.295,2.5681
3261,857.321,2.5881
3262,857.347,2.6081
3263,857.373,2.6281
3264,857.4,2.6481
3265,857.426,2.6681
3266,857.453,2.6881
3267,857.48,2.7081
3268,857.507,2.7281
3269,857.535,2.7481
3270,857.562,2.7681
3271,857.59,2.7881
3272,857.618,2.8081
3273,857.646,2.8281
3274,857.675,2.8481
3275,857.703,2.8681
3276,857.732,2.8881
3277,857.761,2.9081
3278,857.79,2.9281
3279,857.819,2.9481
3280,857.849,2.9681
3281,857.879,2.9881
3282,857.909,3.0081
3283,857.939,3.0281
3284,857.969,3.0481
3285,858,3.0681
3286,858.031,3.0881
3287,858.062,3.1081
3288,858.093,3.1281
3289,858.124,3.1481
3290,858.156,3.1681
3291,858.188,3.1881
3292,858.22,3.2081
3293,858.252,3.2281
3294,858.284,3.2481
3295,858.317,3.2681
3296,858.349,3.2881
3297,858.382,3.3081
3298,858.416,3.3281
3299,858.449,3.3481
3300,858.483,3.3681
3301,858.516,3.3881
3302,858.55,3.4081
3303,858.585,3.4281
3304,858.619,3.4481
3305,858.654,3.4681
3306,858.688,3.4881
3307,858.723,3.5081
3308,858.758,3.5281
3309,858.794,3.5481
3310,858.829,3.5681
3311,858.865,3.5881
3312,858.901,3.6081
3313,858.937,3.6281
3314,858.974,3.6481
3315,859.01,3.6681
3316,859.047,3.6881
3317,859.084,3.7081
3318,859.121,3.7281
3319,859.159,3.7481
3320,859.196,3.7681
3321,859.234,3.7881
3322,859.272,3.8081
3323,859.31,3.8281
3324,859.349,3.8481
3325,859.387,3.8681
3326,859.426,3.8881
3327,859.465,3.9081
3328,859.504,3.9281
3329,859.543,3.9481
3330,859.583,3.9681
3331,859.623,3.9881
3332,859.663,4.0081
3333,859.703,4.0281
3334,859.743,4.0481
3335,859.784,4.0681
3336,859.825,4.0881
3337,859.866,4.1081
3338,859.907,4.1281
3339,859.948,4.1481
3340,859.99,4.1681
3341,860.032,4.1881
3342,860.074,4.2081
3342.675,860.102,4.2216
3343,860.116,4.2216
3344,860.158,4.2216
3345,860.2,4.2216
3346,860.242,4.2216
3347,860.285,4.2216
3348,860.327,4.2216
3349,860.369,4.2216
3350,860.411,4.2216
3351,860.454,4.2216
3352,860.496,4.2216
3353,860.538,4.2216
3354,860.58,4.2216
3355,860.622,4.2216
3356,860.665,4.2216
3357,860.707,4.2216
3358,860.749,4.2216
3359,860.791,4.2216
3360,860.833,4.2216
3361,860.876,4.2216
3362,860.918,4.2216
3363,860.96,4.2216
3364,861.002,4.2216
3365,861.045,4.2216
3366,861.087,4.2216
3367,861.129,4.2216
3368,861.171,4.2216
3369,861.213,4.2216
3370,861.256,4.2216
3371,861.298,4.2216
3372,861.34,4.2216
3373,861.382,4.2216
3374,861.425,4.2216
3375,861.467,4.2216
3376,861.509,4.2216
3377,861.551,4.2216
3378,861.593,4.2216
3379,861.636,4.2216
3380,861.678,4.2216
3381,861.72,4.2216
3382,861.762,4.2216
3383,861.804,4.2216
3384,861.847,4.2216
3385,861.889,4.2216
3386,861.931,4.2216
3387,861.973,4.2216
3388,862.016,4.2216
3389,862.058,4.2216
3390,862.1,4.2216
3391,862.142,4.2216
3392,862.184,4.2216
3393,862.227,4.2216
3394,862.269,4.2216
3395,862.311,4.2216
3396,862.353,4.2216
3397,862.395,4.2216
3398,862.438,4.2216
3399,862.48,4.2216
3400,862.522,4.2216
3401,862.564,4.2216
3402,862.607,4.2216
3403,862.649,4.2216
3404,862.691,4.2216
3405,862.733,4.2216
3406,862.775,4.2216
3407,862.818,4.2216
3408,862.86,4.2216
3409,862.902,4.2216
3410,862.944,4.2216
3411,862.987,4.2216
3412,863.029,4.2216
3413,863.071,4.2216
3414,863.113,4.2216
3415,863.155,4.2216
3416,863.198,4.2216
3417,863.24,4.2216
3418,863.282,4.2216
3419,863.324,4.2216
3420,863.366,4.2216
3421,863.409,4.2216
3422,863.451,4.2216
3423,863.493,4.2216
3424,863.535,4.2216
3425,863.578,4.2216
3426,863.62,4.2216
3427,863.662,4.2216
3428,863.704,4.2216
3429,863.746,4.2216
3430,863.789,4.2216
3431,863.831,4.2216
3432,863.873,4.2216
3433,863.915,4.2216
3434,863.957,4.2216
3435,864,4.2216
3436,864.042,4.2216
3437,864.084,4.2216
3438,864.126,4.2216
3439,864.169,4.2216
3440,864.211,4.2216
3441,864.253,4.2216
3442,864.295,4.2216
3443,864.337,4.2216
3444,864.38,4.2216
3445,864.422,4.2216
3446,864.464,4.2216
3447,864.506,4.2216
3448,864.549,4.2216
3449,864.591,4.2216
3450,864.633,4.2216
3451,864.675,4.2216
3452,864.717,4.2216
3453,864.76,4.2216
3454,864.802,4.2216
3455,864.844,4.2216
3455.919,864.883,4.2216
3456,864.886,4.2208
3457,864.928,4.2108
3458,864.97,4.2008
3459,865.012,4.1908
3460,865.054,4.1808
3461,865.096,4.1708
3462,865.138,4.1608
3463,865.179,4.1508
3464,865.221,4.1408
3465,865.262,4.1308
3466,865.303,4.1208
3467,865.344,4.1108
3468,865.386,4.1008
3469,865.427,4.0908
3470,865.467,4.0808
3471,865.508,4.0708
3472,865.549,4.0608
3473,865.589,4.0508
3474,865.63,4.0408
3475,865.67,4.0308
3476,865.71,4.0208
3477,865.751,4.0108
3478,865.791,4.0008
3479,865.831,3.9908
3480,865.87,3.9808
3481,865.91,3.9708
3482,865.95,3.9608
3483,865.989,3.9508
3484,866.029,3.9408
3485,866.068,3.9308
3486,866.108,3.9208
3487,866.147,3.9108
3488,866.186,3.9008
3489,866.225,3.8908
3490,866.264,3.8808
3491,866.302,3.8708
3492,866.341,3.8608
3493,866.38,3.8508
3494,866.418,3.8408
3495,866.456,3.8308
3496,866.495,3.8208
3497,866.533,3.8108
3498,866.571,3.8008
3499,866.609,3.7908
3500,866.647,3.7808
3501,866.684,3.7708
3502,866.722,3.7608
3503,866.76,3.7508
3504,866.797,3.7408
3505,866.834,3.7308
3506,866.872,3.7208
3507,866.909,3.7108
3508,866.946,3.7008
3509,866.983,3.6908
3510,867.02,3.6808
3511,867.056,3.6708
3512,867.093,3.6608
3513,867.13,3.6508
3514,867.166,3.6408
3515,867.202,3.6308
3516,867.239,3.6208
3517,867.275,3.6108
3518,867.311,3.6008
3519,867.347,3.5908
3520,867.383,3.5808
3521,867.419,3.5708
3522,867.454,3.5608
3523,867.49,3.5508
3524,867.525,3.5408
3525,867.561,3.5308
3526,867.596,3.5208
3527,867.631,3.5108
3528,867.666,3.5008
3529,867.701,3.4908
3530,867.736,3.4808
3531,867.771,3.4708
3532,867.805,3.4608
3533,867.84,3.4508
3534,867.874,3.4408
3535,867.909,3.4308
3536,867.943,3.4208
3537,867.977,3.4108
3538,868.011,3.4008
3539,868.045,3.3908
3540,868.079,3.3808
3541,868.113,3.3708
3542,868.146,3.3608
3543,868.18,3.3508
3544,868.213,3.3408
3545,868.247,3.3308
3546,868.28,3.3208
3547,868.313,3.3108
3548,868.346,3.3008
3549,868.379,3.2908
3550,868.412,3.2808
3551,868.445,3.2708
3552,868.477,3.2608
3553,868.51,3.2508
3554,868.542,3.2408
3555,868.575,3.2308
3556,868.607,3.2208
3557,868.639,3.2108
3558,868.671,3.2008
3559,868.703,3.1908
3560,868.735,3.1808
3561,868.767,3.1708
3562,868.799,3.1608
3563,868.83,3.1508
3564,868.862,3.1408
3565,868.893,3.1308
3566,868.924,3.1208
3567,868.955,3.1108
3568,868.986,3.1008
3569,869.017,3.0908
3570,869.048,3.0808
3571,869.079,3.0708
3572,869.11,3.0608
3573,869.14,3.0508
3574,869.171,3.0408
3575,869.201,3.0308
3576,869.231,3.0208
3577,869.261,3.0108
3578,869.291,3.0008
3579,869.321,2.9908
3580,869.351,2.9808
3581,869.381,2.9708
3582,869.411,2.9608
3583,869.44,2.9508
3584,869.47,2.9408
3585,869.499,2.9308
3586,869.528,2.9208
3587,869.557,2.9108
3588,869.587,2.9008
3589,869.616,2.8908
3590,869.644,2.8808
3591,869.673,2.8708
3592,869.702,2.8608
3593,869.73,2.8508
3594,869.759,2.8408
3595,869.787,2.8308
3596,869.815,2.8208
3597,869.844,2.8108
3598,869.872,2.8008
3599,869.9,2.7908
3600,869.927,2.7808
3601,869.955,2.7708
3602,869.983,2.7608
3603,870.01,2.7508
3604,870.038,2.7408
3605,870.065,2.7308
3606,870.092,2.7208
3607,870.12,2.7108
3608,870.147,2.7008
3609,870.174,2.6908
3610,870.201,2.6808
3611,870.227,2.6708
3612,870.254,2.6608
3613,870.281,2.6508
3614,870.307,2.6408
3615,870.333,2.6308
3616,870.36,2.6208
3617,870.386,2.6108
3618,870.412,2.6008
3619,870.438,2.5908
3620,870.464,2.5808
3621,870.489,2.5708
3622,870.515,2.5608
3623,870.541,2.5508
3624,870.566,2.5408
3625,870.591,2.5308
3626,870.617,2.5208
3627,870.642,2.5108
3628,870.667,2.5008
3629,870.692,2.4908
3630,870.717,2.4808
3631,870.741,2.4708
3632,870.766,2.4608
3633,870.791,2.4508
3634,870.815,2.4408
3635,870.839,2.4308
3636,870.864,2.4208
3637,870.888,2.4108
3638,870.912,2.4008
3639,870.936,2.3908
3640,870.96,2.3808
3641,870.984,2.3708
3642,871.007,2.3608
3643,871.031,2.3508
3644,871.054,2.3408
3645,871.078,2.3308
3646,871.101,2.3208
3647,871.124,2.3108
3648,871.147,2.3008
3649,871.17,2.2908
3650,871.193,2.2808
3651,871.216,2.2708
3652,871.238,2.2608
3653,871.261,2.2508
3654,871.283,2.2408
3655,871.306,2.2308
3656,871.328,2.2208
3657,871.35,2.2108
3658,871.372,2.2008
3658.455,871.382,2.1963
3659,871.394,2.1963
3660,871.416,2.1963
3661,871.438,2.1963
3662,871.46,2.1963
3663,871.482,2.1963
3664,871.504,2.1963
3665,871.526,2.1963
3666,871.548,2.1963
3667,871.57,2.1963
3668,871.592,2.1963
3669,871.614,2.1963
3670,871.636,2.1963
3671,871.658,2.1963
3672,871.68,2.1963
3673,871.702,2.1963
3674,871.724,2.1963
3675,871.746,2.1963
3676,871.767,2.1963
3677,871.789,2.1963
3678,871.811,2.1963
3679,871.833,2.1963
3680,871.855,2.1963
3681,871.877,2.1963
3682,871.899,2.1963
3683,871.921,2.1963
3684,871.943,2.1963
3685,871.965,2.1963
3686,871.987,2.1963
3687,872.009,2.1963
3688,872.031,2.1963
3689,872.053,2.1963
3690,872.075,2.1963
3691,872.097,2.1963
3692,872.119,2.1963
3693,872.141,2.1963
3694,872.163,2.1963
3695,872.185,2.1963
3696,872.207,2.1963
3697,872.229,2.1963
3698,872.251,2.1963
3699,872.273,2.1963
3700,872.295,2.1963
3701,872.317,2.1963
3702,872.338,2.1963
3703,872.36,2.1963
3704,872.382,2.1963
3705,872.404,2.1963
3706,872.426,2.1963
3707,872.448,2.1963
3708,872.47,2.1963
3709,872.492,2.1963
3710,872.514,2.1963
3711,872.536,2.1963
3712,872.558,2.1963
3713,872.58,2.1963
3714,872.602,2.1963
3715,872.624,2.1963
3716,872.646,2.1963
3717,872.668,2.1963
3718,872.69,2.1963
3719,872.712,2.1963
3720,872.734,2.1963
3721,872.756,2.1963
3722,872.778,2.1963
3723,872.8,2.1963
3724,872.822,2.1963
3725,872.844,2.1963
3726,872.866,2.1963
3727,872.888,2.1963
3728,872.91,2.1963
3729,872.931,2.1963
3730,872.953,2.1963
3731,872.975,2.1963
3732,872.997,2.1963
3733,873.019,2.1963
3734,873.041,2.1963
3735,873.063,2.1963
3736,873.085,2.1963
3737,873.107,2.1963
3738,873.129,2.1963
3739,873.151,2.1963
3740,873.173,2.1963
3741,873.195,2.1963
3742,873.217,2.1963
3743,873.239,2.1963
3744,873.261,2.1963
3745,873.283,2.1963
3746,873.305,2.1963
3747,873.327,2.1963
3748,873.349,2.1963
3749,873.371,2.1963
3750,873.393,2.1963
3751,873.415,2.1963
3752,873.437,2.1963
3753,873.459,2.1963
3754,873.481,2.1963
3755,873.503,2.1963
3756,873.524,2.1963
3757,873.546,2.1963
3758,873.568,2.1963
3759,873.59,2.1963
3760,873.612,2.1963
3761,873.634,2.1963
3762,873.656,2.1963
3763,873.678,2.1963
3764,873.7,2.1963
3765,873.722,2.1963
3766,873.744,2.1963
3767,873.766,2.1963
3768,873.788,2.1963
3769,873.81,2.1963
3770,873.832,2.1963
3771,873.854,2.1963
3772,873.876,2.1963
3773,873.898,2.1963
3774,873.92,2.1963
3775,873.942,2.1963
3776,873.964,2.1963
3777,873.986,2.1963
3778,874.008,2.1963
3779,874.03,2.1963
3780,874.052,2.1963
3781,874.074,2.1963
3782,874.096,2.1963
3783,874.117,2.1963
3784,874.139,2.1963
3785,874.161,2.1963
3786,874.183,2.1963
3787,874.205,2.1963
3788,874.227,2.1963
3789,874.249,2.1963
3790,874.271,2.1963
3791,874.293,2.1963
3792,874.315,2.1963
3793,874.337,2.1963
3794,874.359,2.1963
3795,874.381,2.1963
3796,874.403,2.1963
3797,874.425,2.1963
3798,874.447,2.1963
3799,874.469,2.1963
3800,874.491,2.1963
3801,874.513,2.1963
3802,874.535,2.1963
3803,874.557,2.1963
3804,874.579,2.1963
3805,874.601,2.1963
3806,874.623,2.1963
3807,874.645,2.1963
3808,874.667,2.1963
3809,874.689,2.1963
3810,874.71,2.1963
3811,874.732,2.1963
3812,874.754,2.1963
3813,874.776,2.1963
3814,874.798,2.1963
3815,874.82,2.1963
3816,874.842,2.1963
3817,874.864,2.1963
3818,874.886,2.1963
3819,874.908,2.1963
3820,874.93,2.1963
3821,874.952,2.1963
3822,874.974,2.1963
3823,874.996,2.1963
3824,875.018,2.1963
3825,875.04,2.1963
3826,875.062,2.1963
3827,875.084,2.1963
3828,875.106,2.1963
3829,875.128,2.1963
3830,875.15,2.1963
3831,875.172,2.1963
3832,875.194,2.1963
3833,875.216,2.1963
3834,875.238,2.1963
3835,875.26,2.1963
3836,875.282,2.1963
3837,875.303,2.1963
3838,875.325,2.1963
3839,875.347,2.1963
3840,875.369,2.1963
3841,875.391,2.1963
3842,875.413,2.1963
3843,875.435,2.1963
3844,875.457,2.1963
3845,875.479,2.1963
3846,875.501,2.1963
3847,875.523,2.1963
3848,875.545,2.1963
3849,875.567,2.1963
3850,875.589,2.1963
3851,875.611,2.1963
3852,875.633,2.1963
3853,875.655,2.1963
3854,875.677,2.1963
3855,875.699,2.1963
3856,875.721,2.1963
3857,875.743,2.1963
3858,875.765,2.1963
3859,875.787,2.1963
3860,875.809,2.1963
3861,875.831,2.1963
3862,875.853,2.1963
3863,875.875,2.1963
3864,875.896,2.1963
3865,875.918,2.1963
3866,875.94,2.1963
3867,875.962,2.1963
3868,875.984,2.1963
3869,876.006,2.1963
3870,876.028,2.1963
3871,876.05,2.1963
3872,876.072,2.1963
3873,876.094,2.1963
3874,876.116,2.1963
3875,876.138,2.1963
3876,876.16,2.1963
3877,876.182,2.1963
3878,876.204,2.1963
3879,876.226,2.1963
3880,876.248,2.1963
3881,876.27,2.1963
3882,876.292,2.1963
3883,876.314,2.1963
3884,876.336,2.1963
3885,876.358,2.1963
3886,876.38,2.1963
3887,876.402,2.1963
3888,876.424,2.1963
3889,876.446,2.1963
3890,876.468,2.1963
3891,876.489,2.1963
3892,876.511,2.1963
3893,876.533,2.1963
3894,876.555,2.1963
3895,876.577,2.1963
3896,876.599,2.1963
3897,876.621,2.1963
3898,876.643,2.1963
3899,876.665,2.1963
3900,876.687,2.1963
3901,876.709,2.1963
3902,876.731,2.1963
3903,876.753,2.1963
3904,876.775,2.1963
3905,876.797,2.1963
3906,876.819,2.1963
3907,876.841,2.1963
3908,876.863,2.1963
3909,876.885,2.1963
3910,876.907,2.1963
3911,876.929,2.1963
3912,876.951,2.1963
3913,876.973,2.1963
3914,876.995,2.1963
3915,877.017,2.1963
3916,877.039,2.1963
3917,877.06,2.1963
3918,877.082,2.1963
3919,877.104,2.1963
3920,877.126,2.1963
3921,877.148,2.1963
3922,877.17,2.1963
3923,877.192,2.1963
3924,877.214,2.1963
3925,877.236,2.1963
3926,877.258,2.1963
3927,877.28,2.1963
3928,877.302,2.1963
3929,877.324,2.1963
3930,877.346,2.1963
3931,877.368,2.1963
3932,877.39,2.1963
3933,877.412,2.1963
3934,877.434,2.1963
3935,877.456,2.1963
3936,877.478,2.1963
3937,877.5,2.1963
3938,877.522,2.1963
3939,877.544,2.1963
3940,877.566,2.1963
3941,877.588,2.1963
3942,877.61,2.1963
3943,877.632,2.1963
3944,877.653,2.1963
3945,877.675,2.1963
3946,877.697,2.1963
3947,877.719,2.1963
3948,877.741,2.1963
3949,877.763,2.1963
3950,877.785,2.1963
3951,877.807,2.1963
3952,877.829,2.1963
3953,877.851,2.1963
3954,877.873,2.1963
3955,877.895,2.1963
3956,877.917,2.1963
3957,877.939,2.1963
3958,877.961,2.1963
3959,877.983,2.1963
3960,878.005,2.1963
3961,878.027,2.1963
3962,878.049,2.1963
3963,878.071,2.1963
3964,878.093,2.1963
3965,878.115,2.1963
3966,878.137,2.1963
3967,878.159,2.1963
3968,878.181,2.1963
3969,878.203,2.1963
3970,878.225,2.1963
3971,878.246,2.1963
3972,878.268,2.1963
3973,878.29,2.1963
3974,878.312,2.1963
3975,878.334,2.1963
3976,878.356,2.1963
3977,878.378,2.1963
3978,878.4,2.1963
3979,878.422,2.1963
3980,878.444,2.1963
3981,878.466,2.1963
3982,878.488,2.1963
3983,878.51,2.1963
3984,878.532,2.1963
3985,878.554,2.1963
3986,878.576,2.1963
3987,878.598,2.1963
3988,878.62,2.1963
3989,878.642,2.1963
3990,878.664,2.1963
3991,878.686,2.1963
3992,878.708,2.1963
3993,878.73,2.1963
3994,878.752,2.1963
3995,878.774,2.1963
3996,878.796,2.1963
3997,878.818,2.1963
3998,878.839,2.1963
3999,878.861,2.1963
4000,878.883,2.1963
4001,878.905,2.1963
4002,878.927,2.1963
4003,878.949,2.1963
4004,878.971,2.1963
4005,878.993,2.1963
4006,879.015,2.1963
4007,879.037,2.1963
4008,879.059,2.1963
4009,879.081,2.1963
4010,879.103,2.1963
4011,879.125,2.1963
4012,879.147,2.1963
4013,879.169,2.1963
4014,879.191,2.1963
4015,879.213,2.1963
4016,879.235,2.1963
4017,879.257,2.1963
4018,879.279,2.1963
4019,879.301,2.1963
4020,879.323,2.1963
4021,879.345,2.1963
4022,879.367,2.1963
4023,879.389,2.1963
4024,879.411,2.1963
4025,879.432,2.1963
4026,879.454,2.1963
4027,879.476,2.1963
4028,879.498,2.1963
4029,879.52,2.1963
4030,879.542,2.1963
4031,879.564,2.1963
4032,879.586,2.1963
4033,879.608,2.1963
4034,879.63,2.1963
4035,879.652,2.1963
4036,879.674,2.1963
4037,879.696,2.1963
4038,879.718,2.1963
4039,879.74,2.1963
4040,879.762,2.1963
4041,879.784,2.1963
4042,879.806,2.1963
4043,879.828,2.1963
4044,879.85,2.1963
4045,879.872,2.1963
4046,879.894,2.1963
4047,879.916,2.1963
4048,879.938,2.1963
4049,879.96,2.1963
4050,879.982,2.1963
4051,880.004,2.1963
4052,880.025,2.1963
4053,880.047,2.1963
4054,880.069,2.1963
4055,880.091,2.1963
4056,880.113,2.1963
4057,880.135,2.1963
4058,880.157,2.1963
4059,880.179,2.1963
4060,880.201,2.1963
4061,880.223,2.1963
4062,880.245,2.1963
4063,880.267,2.1963
4064,880.289,2.1963
4065,880.311,2.1963
4066,880.333,2.1963
4067,880.355,2.1963
4068,880.377,2.1963
4069,880.399,2.1963
4070,880.421,2.1963
4071,880.443,2.1963
4072,880.465,2.1963
4073,880.487,2.1963
4074,880.509,2.1963
4075,880.531,2.1963
4076,880.553,2.1963
4077,880.575,2.1963
4078,880.597,2.1963
4079,880.618,2.1963
4080,880.64,2.1963
4081,880.662,2.1963
4082,880.684,2.1963
4083,880.706,2.1963
4084,880.728,2.1963
4085,880.75,2.1963
4086,880.772,2.1963
4087,880.794,2.1963
4088,880.816,2.1963
4089,880.838,2.1963
4090,880.86,2.1963
4091,880.882,2.1963
4092,880.904,2.1963
4093,880.926,2.1963
4094,880.948,2.1963
4095,880.97,2.1963
4096,880.992,2.1963
4097,881.014,2.1963
4098,881.036,2.1963
4099,881.058,2.1963
4100,881.08,2.1963
4101,881.102,2.1963
4102,881.124,2.1963
4103,881.146,2.1963
4104,881.168,2.1963
4105,881.189,2.1963
4106,881.211,2.1963
4107,881.233,2.1963
4108,881.255,2.1963
4109,881.277,2.1963
4110,881.299,2.1963
4111,881.321,2.1963
4112,881.343,2.1963
4113,881.365,2.1963
4114,881.387,2.1963
4115,881.409,2.1963
4116,881.431,2.1963
4117,881.453,2.1963
4118,881.475,2.1963
4119,881.497,2.1963
4120,881.519,2.1963
4121,881.541,2.1963
4122,881.563,2.1963
4123,881.585,2.1963
4124,881.607,2.1963
4125,881.629,2.1963
4126,881.651,2.1963
4127,881.673,2.1963
4128,881.695,2.1963
4129,881.717,2.1963
4130,881.739,2.1963
4131,881.761,2.1963
4132,881.782,2.1963
4133,881.804,2.1963
4134,881.826,2.1963
4135,881.848,2.1963
4136,881.87,2.1963
4137,881.892,2.1963
4138,881.914,2.1963
4139,881.936,2.1963
4140,881.958,2.1963
4141,881.98,2.1963
4142,882.002,2.1963
4143,882.024,2.1963
4144,882.046,2.1963
4145,882.068,2.1963
4146,882.09,2.1963
4147,882.112,2.1963
4148,882.134,2.1963
4149,882.156,2.1963
4150,882.178,2.1963
4151,882.2,2.1963
4152,882.222,2.1963
4153,882.244,2.1963
4154,882.266,2.1963
4155,882.288,2.1963
4156,882.31,2.1963
4157,882.332,2.1963
4158,882.354,2.1963
4159,882.375,2.1963
4160,882.397,2.1963
4161,882.419,2.1963
4162,882.441,2.1963
4163,882.463,2.1963
4164,882.485,2.1963
4165,882.507,2.1963
4166,882.529,2.1963
4167,882.551,2.1963
4168,882.573,2.1963
4169,882.595,2.1963
4170,882.617,2.1963
4171,882.639,2.1963
4172,882.661,2.1963
4173,882.683,2.1963
4174,882.705,2.1963
4175,882.727,2.1963
4176,882.749,2.1963
4177,882.771,2.1963
4178,882.793,2.1963
4179,882.815,2.1963
4180,882.837,2.1963
4181,882.859,2.1963
4182,882.881,2.1963
4183,882.903,2.1963
4184,882.925,2.1963
4185,882.947,2.1963
4186,882.968,2.1963
4187,882.99,2.1963
4188,883.012,2.1963
4189,883.034,2.1963
4190,883.056,2.1963
4191,883.078,2.1963
4192,883.1,2.1963
4193,883.122,2.1963
4194,883.144,2.1963
4195,883.166,2.1963
4196,883.188,2.1963
4197,883.21,2.1963
4198,883.232,2.1963
4199,883.254,2.1963
4200,883.276,2.1963
4201,883.298,2.1963
4202,883.32,2.1963
4203,883.342,2.1963
4204,883.364,2.1963
4205,883.386,2.1963
4206,883.408,2.1963
4207,883.43,2.1963
4208,883.452,2.1963
4209,883.474,2.1963
4210,883.496,2.1963
4211,883.518,2.1963
4212,883.54,2.1963
4213,883.561,2.1963
4214,883.583,2.1963
4215,883.605,2.1963
4216,883.627,2.1963
4217,883.649,2.1963
4218,883.671,2.1963
4219,883.693,2.1963
4220,883.715,2.1963
4221,883.737,2.1963
4222,883.759,2.1963
4223,883.781,2.1963
4224,883.803,2.1963
4225,883.825,2.1963
4226,883.847,2.1963
4227,883.869,2.1963
4228,883.891,2.1963
4229,883.913,2.1963
4230,883.935,2.1963
4231,883.957,2.1963
4232,883.979,2.1963
4233,884.001,2.1963
4234,884.023,2.1963
4235,884.045,2.1963
4236,884.067,2.1963
4237,884.089,2.1963
4238,884.111,2.1963
4239,884.133,2.1963
4240,884.154,2.1963
4241,884.176,2.1963
4242,884.198,2.1963
4243,884.22,2.1963
4244,884.242,2.1963
4245,884.264,2.1963
4246,884.286,2.1963
4247,884.308,2.1963
4248,884.33,2.1963
4249,884.352,2.1963
4250,884.374,2.1963
4251,884.396,2.1963
4252,884.418,2.1963
4253,884.44,2.1963
4254,884.462,2.1963
4255,884.484,2.1963
4256,884.506,2.1963
4257,884.528,2.1963
4258,884.55,2.1963
4259,884.572,2.1963
4260,884.594,2.1963
4261,884.616,2.1963
4262,884.638,2.1963
4263,884.66,2.1963
4264,884.682,2.1963
4265,884.704,2.1963
4266,884.726,2.1963
4267,884.747,2.1963
4268,884.769,2.1963
4269,884.791,2.1963
4270,884.813,2.1963
4271,884.835,2.1963
4272,884.857,2.1963
4273,884.879,2.1963
4274,884.901,2.1963
4275,884.923,2.1963
4276,884.945,2.1963
4277,884.967,2.1963
4278,884.989,2.1963
4279,885.011,2.1963
4280,885.033,2.1963
4281,885.055,2.1963
4282,885.077,2.1963
4283,885.099,2.1963
4284,885.121,2.1963
4285,885.143,2.1963
4286,885.165,2.1963
4287,885.187,2.1963
4288,885.209,2.1963
4289,885.231,2.1963
4290,885.253,2.1963
4291,885.275,2.1963
4292,885.297,2.1963
4293,885.319,2.1963
4294,885.34,2.1963
4295,885.362,2.1963
4296,885.384,2.1963
4297,885.406,2.1963
4298,885.428,2.1963
4299,885.45,2.1963
4300,885.472,2.1963
4301,885.494,2.1963
4302,885.516,2.1963
4303,885.538,2.1963
4304,885.56,2.1963
4305,885.582,2.1963
4306,885.604,2.1963
4307,885.626,2.1963
4308,885.648,2.1963
4309,885.67,2.1963
4310,885.692,2.1963
4311,885.714,2.1963
4312,885.736,2.1963
4313,885.758,2.1963
4314,885.78,2.1963
4315,885.802,2.1963
4316,885.824,2.1963
4317,885.846,2.1963
4318,885.868,2.1963
4319,885.89,2.1963
4320,885.911,2.1963
4321,885.933,2.1963
4321.794,885.951,2.1963
4322,885.955,2.1922
4323,885.977,2.1722
4324,885.999,2.1522
4325,886.02,2.1322
4326,886.042,2.1122
4327,886.063,2.0922
4328,886.083,2.0722
4329,886.104,2.0522
4330,886.124,2.0322
4331,886.145,2.0122
4332,886.165,1.9922
4333,886.184,1.9722
4334,886.204,1.9522
4335,886.224,1.9322
4336,886.243,1.9122
4337,886.262,1.8922
4338,886.281,1.8722
4339,886.299,1.8522
4340,886.318,1.8322
4341,886.336,1.8122
4342,886.354,1.7922
4343,886.372,1.7722
4344,886.389,1.7522
4345,886.407,1.7322
4346,886.424,1.7122
4347,886.441,1.6922
4348,886.458,1.6722
4349,886.474,1.6522
4350,886.491,1.6322
4351,886.507,1.6122
4352,886.523,1.5922
4353,886.539,1.5722
4354,886.555,1.5522
4355,886.57,1.5322
4356,886.585,1.5122
4357,886.6,1.4922
4358,886.615,1.4722
4359,886.63,1.4522
4360,886.644,1.4322
4361,886.658,1.4122
4362,886.672,1.3922
4363,886.686,1.3722
4364,886.7,1.3522
4365,886.713,1.3322
4366,886.726,1.3122
4367,886.739,1.2922
4368,886.752,1.2722
4369,886.765,1.2522
4370,886.777,1.2322
4371,886.789,1.2122
4372,886.802,1.1922
4373,886.813,1.1722
4374,886.825,1.1522
4375,886.836,1.1322
4376,886.848,1.1122
4377,886.859,1.0922
4378,886.869,1.0722
4379,886.88,1.0522
4380,886.89,1.0322
4381,886.901,1.0122
4382,886.911,0.9922
4383,886.921,0.9722
4384,886.93,0.9522
4385,886.94,0.9322
4386,886.949,0.9122
4387,886.958,0.8922
4388,886.967,0.8722
4389,886.975,0.8522
4390,886.984,0.8322
4391,886.992,0.8122
4392,887,0.7922
4393,887.008,0.7722
4394,887.015,0.7522
4395,887.023,0.7322
4396,887.03,0.7122
4397,887.037,0.6922
4398,887.044,0.6722
4399,887.05,0.6522
4400,887.057,0.6322
4401,887.063,0.6122
4402,887.069,0.5922
4403,887.075,0.5722
4404,887.081,0.5522
4405,887.086,0.5322
4406,887.091,0.5122
4407,887.096,0.4922
4408,887.101,0.4722
4409,887.106,0.4522
4410,887.11,0.4322
4411,887.114,0.4122
